"date";"value";"date2";"date3"
13192;8,5141515925085;2006-02-13;2006,08333333333
13192;5,61089923998207;2006-02-13;2006,08333333333
13192;5;2006-02-13;2006,08333333333
13192;3;2006-02-13;2006,08333333333
13192;8;2006-02-13;2006,08333333333
13192;1;2006-02-13;2006,08333333333
13192;7;2006-02-13;2006,08333333333
13193;9,14581992839583;2006-02-14;2006,08333333333
13193;8,47576347181677;2006-02-14;2006,08333333333
13193;11,1767962368826;2006-02-14;2006,08333333333
13193;2,53429831040635;2006-02-14;2006,08333333333
13193;0,111582165938302;2006-02-14;2006,08333333333
13193;2;2006-02-14;2006,08333333333
13193;11;2006-02-14;2006,08333333333
13193;5;2006-02-14;2006,08333333333
13193;6;2006-02-14;2006,08333333333
13193;3;2006-02-14;2006,08333333333
13194;0,934383822643942;2006-02-15;2006,08333333333
13194;1,85122035966514;2006-02-15;2006,08333333333
13194;11,6022275290049;2006-02-15;2006,08333333333
13194;5,00818051516772;2006-02-15;2006,08333333333
13194;7,79005512571079;2006-02-15;2006,08333333333
13194;10;2006-02-15;2006,08333333333
13194;7;2006-02-15;2006,08333333333
13194;11;2006-02-15;2006,08333333333
13194;3;2006-02-15;2006,08333333333
13194;5;2006-02-15;2006,08333333333
13195;2,83096803585262;2006-02-16;2006,08333333333
13195;9,76997238304086;2006-02-16;2006,08333333333
13195;9,00521983252895;2006-02-16;2006,08333333333
13195;6,38626203866811;2006-02-16;2006,08333333333
13195;10,5167606898193;2006-02-16;2006,08333333333
13195;8;2006-02-16;2006,08333333333
13195;3;2006-02-16;2006,08333333333
13195;9;2006-02-16;2006,08333333333
13195;7;2006-02-16;2006,08333333333
13195;4;2006-02-16;2006,08333333333
13196;6,44560487154358;2006-02-17;2006,08333333333
13196;7,23579647291214;2006-02-17;2006,08333333333
13196;9,47314833285441;2006-02-17;2006,08333333333
13196;5,12041910258411;2006-02-17;2006,08333333333
13196;9,26977094161711;2006-02-17;2006,08333333333
13196;7;2006-02-17;2006,08333333333
13196;11;2006-02-17;2006,08333333333
13196;2;2006-02-17;2006,08333333333
13196;14;2006-02-17;2006,08333333333
13196;3;2006-02-17;2006,08333333333
13197;8,52754305593131;2006-02-18;2006,08333333333
13197;5,75716953661215;2006-02-18;2006,08333333333
13197;4,69228055569376;2006-02-18;2006,08333333333
13197;0,700422145810257;2006-02-18;2006,08333333333
13197;12,8761099833919;2006-02-18;2006,08333333333
13197;6;2006-02-18;2006,08333333333
13197;8;2006-02-18;2006,08333333333
13197;9;2006-02-18;2006,08333333333
13197;2;2006-02-18;2006,08333333333
13197;12;2006-02-18;2006,08333333333
13198;1,8109152512602;2006-02-19;2006,08333333333
13198;2,52173364959143;2006-02-19;2006,08333333333
13198;5,84962047184214;2006-02-19;2006,08333333333
13198;2,40841811438415;2006-02-19;2006,08333333333
13198;5,22187121468066;2006-02-19;2006,08333333333
13198;8;2006-02-19;2006,08333333333
13198;4;2006-02-19;2006,08333333333
13198;9;2006-02-19;2006,08333333333
13198;10;2006-02-19;2006,08333333333
13198;9;2006-02-19;2006,08333333333
13199;7,47718784041482;2006-02-20;2006,08333333333
13199;8,94965786597028;2006-02-20;2006,08333333333
13199;4,9698277935872;2006-02-20;2006,08333333333
13199;8,8690005832636;2006-02-20;2006,08333333333
13199;9,71520544242563;2006-02-20;2006,08333333333
13199;5;2006-02-20;2006,08333333333
13199;10;2006-02-20;2006,08333333333
13199;9;2006-02-20;2006,08333333333
13199;8;2006-02-20;2006,08333333333
13199;7;2006-02-20;2006,08333333333
13200;8,65103824817058;2006-02-21;2006,08333333333
13200;7,24919888962482;2006-02-21;2006,08333333333
13200;7,48755488527132;2006-02-21;2006,08333333333
13200;6,82244815196499;2006-02-21;2006,08333333333
13200;9,51101566600311;2006-02-21;2006,08333333333
13200;9;2006-02-21;2006,08333333333
13200;5;2006-02-21;2006,08333333333
13200;15;2006-02-21;2006,08333333333
13200;8;2006-02-21;2006,08333333333
13200;11;2006-02-21;2006,08333333333
13201;6,01241107555143;2006-02-22;2006,08333333333
13201;10,2500937673671;2006-02-22;2006,08333333333
13201;9,15519532430056;2006-02-22;2006,08333333333
13201;2,86345990380958;2006-02-22;2006,08333333333
13201;2,48744769679476;2006-02-22;2006,08333333333
13201;8;2006-02-22;2006,08333333333
13201;8;2006-02-22;2006,08333333333
13201;11;2006-02-22;2006,08333333333
13201;9;2006-02-22;2006,08333333333
13201;11;2006-02-22;2006,08333333333
13202;4,21880079307374;2006-02-23;2006,08333333333
13202;8,85064316652314;2006-02-23;2006,08333333333
13202;11,0230731523707;2006-02-23;2006,08333333333
13202;8,21421773359596;2006-02-23;2006,08333333333
13202;3,91618384322474;2006-02-23;2006,08333333333
13202;6;2006-02-23;2006,08333333333
13202;9;2006-02-23;2006,08333333333
13202;13;2006-02-23;2006,08333333333
13202;9;2006-02-23;2006,08333333333
13202;3;2006-02-23;2006,08333333333
13203;8,31204141358206;2006-02-24;2006,08333333333
13203;1,86794667925398;2006-02-24;2006,08333333333
13203;2,68248025779186;2006-02-24;2006,08333333333
13203;3,61260063757005;2006-02-24;2006,08333333333
13203;12,9927885666135;2006-02-24;2006,08333333333
13203;8;2006-02-24;2006,08333333333
13203;6;2006-02-24;2006,08333333333
13203;11;2006-02-24;2006,08333333333
13203;5;2006-02-24;2006,08333333333
13203;8;2006-02-24;2006,08333333333
13204;2,44259466764113;2006-02-25;2006,08333333333
13204;6,65205850020053;2006-02-25;2006,08333333333
13204;2,81578728945281;2006-02-25;2006,08333333333
13204;10,7902157007515;2006-02-25;2006,08333333333
13204;10,2068180680854;2006-02-25;2006,08333333333
13204;6;2006-02-25;2006,08333333333
13204;8;2006-02-25;2006,08333333333
13204;5;2006-02-25;2006,08333333333
13204;4;2006-02-25;2006,08333333333
13204;7;2006-02-25;2006,08333333333
13205;0,318401457330887;2006-02-26;2006,08333333333
13205;7,64394625477465;2006-02-26;2006,08333333333
13205;6,88971286232938;2006-02-26;2006,08333333333
13205;0,739941077844646;2006-02-26;2006,08333333333
13205;5,63740340433073;2006-02-26;2006,08333333333
13205;10;2006-02-26;2006,08333333333
13205;8;2006-02-26;2006,08333333333
13205;5;2006-02-26;2006,08333333333
13205;8;2006-02-26;2006,08333333333
13205;5;2006-02-26;2006,08333333333
13206;10,891105249731;2006-02-27;2006,08333333333
13206;6,5856143499393;2006-02-27;2006,08333333333
13206;6,18351710419237;2006-02-27;2006,08333333333
13206;6,38964430983631;2006-02-27;2006,08333333333
13206;8,566907718102;2006-02-27;2006,08333333333
13206;10;2006-02-27;2006,08333333333
13206;-1;2006-02-27;2006,08333333333
13206;6;2006-02-27;2006,08333333333
13206;7;2006-02-27;2006,08333333333
13206;5;2006-02-27;2006,08333333333
13207;11,8092297656265;2006-02-28;2006,08333333333
13207;6,89881961257217;2006-02-28;2006,08333333333
13207;6,24430153816029;2006-02-28;2006,08333333333
13207;7,98633607220567;2006-02-28;2006,08333333333
13207;5,63990822707052;2006-02-28;2006,08333333333
13207;7;2006-02-28;2006,08333333333
13207;3;2006-02-28;2006,08333333333
13207;11;2006-02-28;2006,08333333333
13207;9;2006-02-28;2006,08333333333
13207;8;2006-02-28;2006,08333333333
13208;11,2385739210747;2006-03-01;2006,16666666667
13208;6,24468364760942;2006-03-01;2006,16666666667
13208;5,76188281662706;2006-03-01;2006,16666666667
13208;6,3386596539085;2006-03-01;2006,16666666667
13208;3,5481877843678;2006-03-01;2006,16666666667
13208;10;2006-03-01;2006,16666666667
13208;6;2006-03-01;2006,16666666667
13208;12;2006-03-01;2006,16666666667
13208;6;2006-03-01;2006,16666666667
13208;8;2006-03-01;2006,16666666667
13209;12,1034479455824;2006-03-02;2006,16666666667
13209;6,39059105740358;2006-03-02;2006,16666666667
13209;6,85720859213294;2006-03-02;2006,16666666667
13209;3,59783892930717;2006-03-02;2006,16666666667
13209;7,85938511716453;2006-03-02;2006,16666666667
13209;9;2006-03-02;2006,16666666667
13209;7;2006-03-02;2006,16666666667
13209;2;2006-03-02;2006,16666666667
13209;8;2006-03-02;2006,16666666667
13209;10;2006-03-02;2006,16666666667
13210;6,8361555421742;2006-03-03;2006,16666666667
13210;9,11776082446983;2006-03-03;2006,16666666667
13210;6,50553045517434;2006-03-03;2006,16666666667
13210;6,85174519301442;2006-03-03;2006,16666666667
13210;5,96499949114323;2006-03-03;2006,16666666667
13210;4;2006-03-03;2006,16666666667
13210;5;2006-03-03;2006,16666666667
13210;7;2006-03-03;2006,16666666667
13210;6;2006-03-03;2006,16666666667
13210;2;2006-03-03;2006,16666666667
13211;2,96986292882783;2006-03-04;2006,16666666667
13211;11,8432538110221;2006-03-04;2006,16666666667
13211;3,83583284261792;2006-03-04;2006,16666666667
13211;11,7563272954134;2006-03-04;2006,16666666667
13211;8,68015854999184;2006-03-04;2006,16666666667
13211;8;2006-03-04;2006,16666666667
13211;5;2006-03-04;2006,16666666667
13211;13;2006-03-04;2006,16666666667
13211;8;2006-03-04;2006,16666666667
13211;9;2006-03-04;2006,16666666667
13212;5,91030028607059;2006-03-05;2006,16666666667
13212;4,73266037721069;2006-03-05;2006,16666666667
13212;5,99751780372751;2006-03-05;2006,16666666667
13212;6,84127457818578;2006-03-05;2006,16666666667
13212;7,98110668784216;2006-03-05;2006,16666666667
13212;7;2006-03-05;2006,16666666667
13212;9;2006-03-05;2006,16666666667
13212;2;2006-03-05;2006,16666666667
13212;7;2006-03-05;2006,16666666667
13212;9;2006-03-05;2006,16666666667
13213;3,60480776933116;2006-03-06;2006,16666666667
13213;1,46177882391564;2006-03-06;2006,16666666667
13213;5,03116678092958;2006-03-06;2006,16666666667
13213;10,3199085913134;2006-03-06;2006,16666666667
13213;6,13919717900741;2006-03-06;2006,16666666667
13213;6;2006-03-06;2006,16666666667
13213;8;2006-03-06;2006,16666666667
13213;9;2006-03-06;2006,16666666667
13213;11;2006-03-06;2006,16666666667
13213;8;2006-03-06;2006,16666666667
13214;3,338109161637;2006-03-07;2006,16666666667
13214;2,66058118089898;2006-03-07;2006,16666666667
13214;10,6024372797711;2006-03-07;2006,16666666667
13214;5,24246702083169;2006-03-07;2006,16666666667
13214;2,47715546345864;2006-03-07;2006,16666666667
13214;4;2006-03-07;2006,16666666667
13214;12;2006-03-07;2006,16666666667
13214;5;2006-03-07;2006,16666666667
13214;12;2006-03-07;2006,16666666667
13214;10;2006-03-07;2006,16666666667
13215;7,82567047286992;2006-03-08;2006,16666666667
13215;7,03565719019456;2006-03-08;2006,16666666667
13215;1,00898974250153;2006-03-08;2006,16666666667
13215;6,31295461073913;2006-03-08;2006,16666666667
13215;5,28715780764419;2006-03-08;2006,16666666667
13215;1;2006-03-08;2006,16666666667
13215;6;2006-03-08;2006,16666666667
13215;5;2006-03-08;2006,16666666667
13215;7;2006-03-08;2006,16666666667
13215;8;2006-03-08;2006,16666666667
13216;12,4537121997388;2006-03-09;2006,16666666667
13216;7,93148765646647;2006-03-09;2006,16666666667
13216;9,73653869453093;2006-03-09;2006,16666666667
13216;6,26191513749498;2006-03-09;2006,16666666667
13216;13,1620307148868;2006-03-09;2006,16666666667
13216;9;2006-03-09;2006,16666666667
13216;2;2006-03-09;2006,16666666667
13216;11;2006-03-09;2006,16666666667
13216;8;2006-03-09;2006,16666666667
13216;6;2006-03-09;2006,16666666667
13217;2,87120147020701;2006-03-10;2006,16666666667
13217;4,38416372019899;2006-03-10;2006,16666666667
13217;4,7791827605633;2006-03-10;2006,16666666667
13217;3,80940430847034;2006-03-10;2006,16666666667
13217;0,410343267581954;2006-03-10;2006,16666666667
13217;5;2006-03-10;2006,16666666667
13217;6;2006-03-10;2006,16666666667
13217;4;2006-03-10;2006,16666666667
13217;5;2006-03-10;2006,16666666667
13217;7;2006-03-10;2006,16666666667
13218;3,86966237786981;2006-03-11;2006,16666666667
13218;11,7672810682423;2006-03-11;2006,16666666667
13218;9,95841825426461;2006-03-11;2006,16666666667
13218;1,56686016729742;2006-03-11;2006,16666666667
13218;3,44563574551448;2006-03-11;2006,16666666667
13218;9;2006-03-11;2006,16666666667
13218;8;2006-03-11;2006,16666666667
13218;5;2006-03-11;2006,16666666667
13218;11;2006-03-11;2006,16666666667
13218;9;2006-03-11;2006,16666666667
13219;8,70020178874553;2006-03-12;2006,16666666667
13219;1,89267238706196;2006-03-12;2006,16666666667
13219;7,02641957030037;2006-03-12;2006,16666666667
13219;1,56774532027477;2006-03-12;2006,16666666667
13219;7,62292071504585;2006-03-12;2006,16666666667
13219;4;2006-03-12;2006,16666666667
13219;6;2006-03-12;2006,16666666667
13219;9;2006-03-12;2006,16666666667
13219;10;2006-03-12;2006,16666666667
13219;8;2006-03-12;2006,16666666667
13220;6,16037848794;2006-03-13;2006,16666666667
13220;4,33625121049128;2006-03-13;2006,16666666667
13220;10,7853216447916;2006-03-13;2006,16666666667
13220;6,98048487252623;2006-03-13;2006,16666666667
13220;4,26311880192643;2006-03-13;2006,16666666667
13220;6;2006-03-13;2006,16666666667
13220;8;2006-03-13;2006,16666666667
13220;11;2006-03-13;2006,16666666667
13220;5;2006-03-13;2006,16666666667
13220;6;2006-03-13;2006,16666666667
13221;6,03612430969827;2006-03-14;2006,16666666667
13221;13,2797426234184;2006-03-14;2006,16666666667
13221;6,65945307956187;2006-03-14;2006,16666666667
13221;3,51336506341835;2006-03-14;2006,16666666667
13221;7,51452737422474;2006-03-14;2006,16666666667
13221;8;2006-03-14;2006,16666666667
13221;6;2006-03-14;2006,16666666667
13221;5;2006-03-14;2006,16666666667
13221;6;2006-03-14;2006,16666666667
13221;-1;2006-03-14;2006,16666666667
13222;7,51416915498903;2006-03-15;2006,16666666667
13222;6,48995774731371;2006-03-15;2006,16666666667
13222;10,0252789278386;2006-03-15;2006,16666666667
13222;9,85960538546964;2006-03-15;2006,16666666667
13222;10,6743677307695;2006-03-15;2006,16666666667
13222;8;2006-03-15;2006,16666666667
13222;8;2006-03-15;2006,16666666667
13222;9;2006-03-15;2006,16666666667
13222;11;2006-03-15;2006,16666666667
13222;11;2006-03-15;2006,16666666667
13223;13,2281121847061;2006-03-16;2006,16666666667
13223;8,46281151785546;2006-03-16;2006,16666666667
13223;4,148864560381;2006-03-16;2006,16666666667
13223;8,81690792955564;2006-03-16;2006,16666666667
13223;6,99840863326189;2006-03-16;2006,16666666667
13223;2;2006-03-16;2006,16666666667
13223;4;2006-03-16;2006,16666666667
13223;6;2006-03-16;2006,16666666667
13223;11;2006-03-16;2006,16666666667
13223;5;2006-03-16;2006,16666666667
13224;10,4663704508891;2006-03-17;2006,16666666667
13224;11,6944100095083;2006-03-17;2006,16666666667
13224;6,09045927958396;2006-03-17;2006,16666666667
13224;5,52620839928738;2006-03-17;2006,16666666667
13224;3,41497017377555;2006-03-17;2006,16666666667
13224;5;2006-03-17;2006,16666666667
13224;7;2006-03-17;2006,16666666667
13224;8;2006-03-17;2006,16666666667
13224;10;2006-03-17;2006,16666666667
13224;6;2006-03-17;2006,16666666667
13225;11,5196381902711;2006-03-18;2006,16666666667
13225;6,76807981325976;2006-03-18;2006,16666666667
13225;6,55738941055188;2006-03-18;2006,16666666667
13225;9,91219138606247;2006-03-18;2006,16666666667
13225;5,55536633280825;2006-03-18;2006,16666666667
13225;13;2006-03-18;2006,16666666667
13225;7;2006-03-18;2006,16666666667
13225;6;2006-03-18;2006,16666666667
13225;1;2006-03-18;2006,16666666667
13225;8;2006-03-18;2006,16666666667
13226;6,56693174890522;2006-03-19;2006,16666666667
13226;6,40502218705856;2006-03-19;2006,16666666667
13226;6,92873127553806;2006-03-19;2006,16666666667
13226;9,75187800716239;2006-03-19;2006,16666666667
13226;6,88681792673502;2006-03-19;2006,16666666667
13226;7;2006-03-19;2006,16666666667
13226;4;2006-03-19;2006,16666666667
13226;5;2006-03-19;2006,16666666667
13226;1;2006-03-19;2006,16666666667
13226;14;2006-03-19;2006,16666666667
13227;8,07495854444351;2006-03-20;2006,16666666667
13227;9,05443768923132;2006-03-20;2006,16666666667
13227;6,53465161354067;2006-03-20;2006,16666666667
13227;10,2590855114037;2006-03-20;2006,16666666667
13227;6,70568833720739;2006-03-20;2006,16666666667
13227;10;2006-03-20;2006,16666666667
13227;6;2006-03-20;2006,16666666667
13227;4;2006-03-20;2006,16666666667
13227;3;2006-03-20;2006,16666666667
13227;10;2006-03-20;2006,16666666667
13228;4,9804833878698;2006-03-21;2006,16666666667
13228;3,30764211202717;2006-03-21;2006,16666666667
13228;4,97147771025945;2006-03-21;2006,16666666667
13228;11,4352307398073;2006-03-21;2006,16666666667
13228;8,08651741866279;2006-03-21;2006,16666666667
13228;10;2006-03-21;2006,16666666667
13228;6;2006-03-21;2006,16666666667
13228;1;2006-03-21;2006,16666666667
13228;7;2006-03-21;2006,16666666667
13228;8;2006-03-21;2006,16666666667
13229;5,23632775276328;2006-03-22;2006,16666666667
13229;7,85208390616846;2006-03-22;2006,16666666667
13229;6,38975141611638;2006-03-22;2006,16666666667
13229;2,36254952037272;2006-03-22;2006,16666666667
13229;11,661051095336;2006-03-22;2006,16666666667
13229;6;2006-03-22;2006,16666666667
13229;3;2006-03-22;2006,16666666667
13229;5;2006-03-22;2006,16666666667
13229;8;2006-03-22;2006,16666666667
13229;11;2006-03-22;2006,16666666667
13230;8,52289468541651;2006-03-23;2006,16666666667
13230;9,90362870616685;2006-03-23;2006,16666666667
13230;4,17680801303359;2006-03-23;2006,16666666667
13230;6,25057604710635;2006-03-23;2006,16666666667
13230;6,88092636171448;2006-03-23;2006,16666666667
13230;6;2006-03-23;2006,16666666667
13230;13;2006-03-23;2006,16666666667
13230;9;2006-03-23;2006,16666666667
13230;5;2006-03-23;2006,16666666667
13230;6;2006-03-23;2006,16666666667
13231;6,04049056153829;2006-03-24;2006,16666666667
13231;7,37652508536528;2006-03-24;2006,16666666667
13231;5,57680098288171;2006-03-24;2006,16666666667
13231;10,3874343373979;2006-03-24;2006,16666666667
13231;9,9956291324632;2006-03-24;2006,16666666667
13231;6;2006-03-24;2006,16666666667
13231;7;2006-03-24;2006,16666666667
13231;2;2006-03-24;2006,16666666667
13231;8;2006-03-24;2006,16666666667
13231;6;2006-03-24;2006,16666666667
13232;4,53935783040565;2006-03-25;2006,16666666667
13232;8,41479470050423;2006-03-25;2006,16666666667
13232;5,79869574694041;2006-03-25;2006,16666666667
13232;7,49465112405645;2006-03-25;2006,16666666667
13232;7,95233048810395;2006-03-25;2006,16666666667
13232;8;2006-03-25;2006,16666666667
13232;8;2006-03-25;2006,16666666667
13232;8;2006-03-25;2006,16666666667
13232;4;2006-03-25;2006,16666666667
13232;3;2006-03-25;2006,16666666667
13233;8,63835689196117;2006-03-26;2006,16666666667
13233;6,91341115685244;2006-03-26;2006,16666666667
13233;5,96540288816244;2006-03-26;2006,16666666667
13233;10,5349610759037;2006-03-26;2006,16666666667
13233;6,55667817042218;2006-03-26;2006,16666666667
13233;3;2006-03-26;2006,16666666667
13233;2;2006-03-26;2006,16666666667
13233;6;2006-03-26;2006,16666666667
13233;4;2006-03-26;2006,16666666667
13233;11;2006-03-26;2006,16666666667
13234;5,22338705006184;2006-03-27;2006,16666666667
13234;7,08380802848883;2006-03-27;2006,16666666667
13234;9,66156365381551;2006-03-27;2006,16666666667
13234;7,64843745420978;2006-03-27;2006,16666666667
13234;6,00213916564836;2006-03-27;2006,16666666667
13234;6;2006-03-27;2006,16666666667
13234;9;2006-03-27;2006,16666666667
13234;7;2006-03-27;2006,16666666667
13234;9;2006-03-27;2006,16666666667
13234;7;2006-03-27;2006,16666666667
13235;6,36363690108608;2006-03-28;2006,16666666667
13235;0,321791712747745;2006-03-28;2006,16666666667
13235;7,77425958582355;2006-03-28;2006,16666666667
13235;7,47712825861402;2006-03-28;2006,16666666667
13235;10,2024206436599;2006-03-28;2006,16666666667
13235;8;2006-03-28;2006,16666666667
13235;12;2006-03-28;2006,16666666667
13235;4;2006-03-28;2006,16666666667
13235;10;2006-03-28;2006,16666666667
13235;7;2006-03-28;2006,16666666667
13236;8,99788603561801;2006-03-29;2006,16666666667
13236;3,56632338878228;2006-03-29;2006,16666666667
13236;5,35201775162627;2006-03-29;2006,16666666667
13236;6,06107983906557;2006-03-29;2006,16666666667
13236;12,5065341979343;2006-03-29;2006,16666666667
13236;5;2006-03-29;2006,16666666667
13236;6;2006-03-29;2006,16666666667
13236;6;2006-03-29;2006,16666666667
13236;5;2006-03-29;2006,16666666667
13236;8;2006-03-29;2006,16666666667
13237;2,45165770235878;2006-03-30;2006,16666666667
13237;8,10129291759131;2006-03-30;2006,16666666667
13237;4,65262066775479;2006-03-30;2006,16666666667
13237;2,8865411371741;2006-03-30;2006,16666666667
13237;8,42178518271481;2006-03-30;2006,16666666667
13237;4;2006-03-30;2006,16666666667
13237;13;2006-03-30;2006,16666666667
13237;11;2006-03-30;2006,16666666667
13237;10;2006-03-30;2006,16666666667
13237;6;2006-03-30;2006,16666666667
13238;10,5472523195441;2006-03-31;2006,16666666667
13238;3,95488917128646;2006-03-31;2006,16666666667
13238;6,58372817350133;2006-03-31;2006,16666666667
13238;12,0508630709197;2006-03-31;2006,16666666667
13238;5,39111043958638;2006-03-31;2006,16666666667
13238;5;2006-03-31;2006,16666666667
13238;12;2006-03-31;2006,16666666667
13238;10;2006-03-31;2006,16666666667
13238;6;2006-03-31;2006,16666666667
13238;5;2006-03-31;2006,16666666667
13239;7,33436382189304;2006-04-01;2006,25
13239;6,63102866542029;2006-04-01;2006,25
13239;5,14805321626408;2006-04-01;2006,25
13239;5,59432674287771;2006-04-01;2006,25
13239;5,10631087412365;2006-04-01;2006,25
13239;8;2006-04-01;2006,25
13239;5;2006-04-01;2006,25
13239;9;2006-04-01;2006,25
13239;6;2006-04-01;2006,25
13239;6;2006-04-01;2006,25
13240;5,36507061866686;2006-04-02;2006,25
13240;2,99560546750565;2006-04-02;2006,25
13240;12,5091677912421;2006-04-02;2006,25
13240;8,3533019378142;2006-04-02;2006,25
13240;9,56148069995948;2006-04-02;2006,25
13240;7;2006-04-02;2006,25
13240;8;2006-04-02;2006,25
13240;3;2006-04-02;2006,25
13240;8;2006-04-02;2006,25
13240;10;2006-04-02;2006,25
13241;9,0846225970408;2006-04-03;2006,25
13241;4,64399634016856;2006-04-03;2006,25
13241;11,8433533543347;2006-04-03;2006,25
13241;12,1222028224535;2006-04-03;2006,25
13241;7,56413279450574;2006-04-03;2006,25
13241;6;2006-04-03;2006,25
13241;6;2006-04-03;2006,25
13241;5;2006-04-03;2006,25
13241;5;2006-04-03;2006,25
13241;6;2006-04-03;2006,25
13242;8,15310096675881;2006-04-04;2006,25
13242;8,70938689858656;2006-04-04;2006,25
13242;4,56689104456256;2006-04-04;2006,25
13242;5,09109805211127;2006-04-04;2006,25
13242;3,2900260008393;2006-04-04;2006,25
13242;8;2006-04-04;2006,25
13242;7;2006-04-04;2006,25
13242;4;2006-04-04;2006,25
13242;4;2006-04-04;2006,25
13242;5;2006-04-04;2006,25
13243;6,88628943448213;2006-04-05;2006,25
13243;15,1390810881133;2006-04-05;2006,25
13243;8,81776920872038;2006-04-05;2006,25
13243;9,09231592437376;2006-04-05;2006,25
13243;7,68448191528222;2006-04-05;2006,25
13243;5;2006-04-05;2006,25
13243;9;2006-04-05;2006,25
13243;9;2006-04-05;2006,25
13243;8;2006-04-05;2006,25
13243;7;2006-04-05;2006,25
13244;9,38178332335756;2006-04-06;2006,25
13244;7,70810644411048;2006-04-06;2006,25
13244;6,49303319527074;2006-04-06;2006,25
13244;4,649878770753;2006-04-06;2006,25
13244;6,06287663269392;2006-04-06;2006,25
13244;5;2006-04-06;2006,25
13244;8;2006-04-06;2006,25
13244;6;2006-04-06;2006,25
13244;10;2006-04-06;2006,25
13244;2;2006-04-06;2006,25
13245;6,34432773136899;2006-04-07;2006,25
13245;4,23191135313816;2006-04-07;2006,25
13245;10,896990247124;2006-04-07;2006,25
13245;7,76025930523723;2006-04-07;2006,25
13245;10,3277852532389;2006-04-07;2006,25
13245;5;2006-04-07;2006,25
13245;2;2006-04-07;2006,25
13245;11;2006-04-07;2006,25
13245;6;2006-04-07;2006,25
13245;4;2006-04-07;2006,25
13246;11,4469518103079;2006-04-08;2006,25
13246;6,74168690366011;2006-04-08;2006,25
13246;3,8321336575886;2006-04-08;2006,25
13246;8,36417003147504;2006-04-08;2006,25
13246;8,18965062230415;2006-04-08;2006,25
13246;9;2006-04-08;2006,25
13246;5;2006-04-08;2006,25
13246;9;2006-04-08;2006,25
13246;4;2006-04-08;2006,25
13246;3;2006-04-08;2006,25
13247;6,4543579817653;2006-04-09;2006,25
13247;10,26997843429;2006-04-09;2006,25
13247;11,3256343035583;2006-04-09;2006,25
13247;9,06396673319337;2006-04-09;2006,25
13247;5,10272933710301;2006-04-09;2006,25
13247;8;2006-04-09;2006,25
13247;0;2006-04-09;2006,25
13247;7;2006-04-09;2006,25
13247;10;2006-04-09;2006,25
13247;10;2006-04-09;2006,25
13248;4,39952748867039;2006-04-10;2006,25
13248;3,76694962949089;2006-04-10;2006,25
13248;1,7850136091888;2006-04-10;2006,25
13248;3,12752372073009;2006-04-10;2006,25
13248;5,18606944574226;2006-04-10;2006,25
13248;5;2006-04-10;2006,25
13248;2;2006-04-10;2006,25
13248;8;2006-04-10;2006,25
13248;7;2006-04-10;2006,25
13248;7;2006-04-10;2006,25
13249;6,31938141236147;2006-04-11;2006,25
13249;9,92705408177552;2006-04-11;2006,25
13249;13,5341349256894;2006-04-11;2006,25
13249;4,89231863620772;2006-04-11;2006,25
13249;5,25987601086831;2006-04-11;2006,25
13249;5;2006-04-11;2006,25
13249;7;2006-04-11;2006,25
13249;8;2006-04-11;2006,25
13249;7;2006-04-11;2006,25
13249;10;2006-04-11;2006,25
13250;8,62198146244206;2006-04-12;2006,25
13250;2,23068039999367;2006-04-12;2006,25
13250;4,40495227381768;2006-04-12;2006,25
13250;5,89703830079977;2006-04-12;2006,25
13250;11,1507679522659;2006-04-12;2006,25
13250;9;2006-04-12;2006,25
13250;8;2006-04-12;2006,25
13250;7;2006-04-12;2006,25
13250;1;2006-04-12;2006,25
13250;7;2006-04-12;2006,25
13251;7,82614284685335;2006-04-13;2006,25
13251;10,8687651764341;2006-04-13;2006,25
13251;2,52228254818037;2006-04-13;2006,25
13251;4,75606167098828;2006-04-13;2006,25
13251;7,99482618445766;2006-04-13;2006,25
13251;10;2006-04-13;2006,25
13251;7;2006-04-13;2006,25
13251;1;2006-04-13;2006,25
13251;6;2006-04-13;2006,25
13251;6;2006-04-13;2006,25
13252;5,23944709888609;2006-04-14;2006,25
13252;9,01020652695099;2006-04-14;2006,25
13252;6,16759678652301;2006-04-14;2006,25
13252;9,32831151242284;2006-04-14;2006,25
13252;7,64678138576504;2006-04-14;2006,25
13252;7;2006-04-14;2006,25
13252;8;2006-04-14;2006,25
13252;3;2006-04-14;2006,25
13252;3;2006-04-14;2006,25
13252;5;2006-04-14;2006,25
13253;7,15269094121955;2006-04-15;2006,25
13253;4,21983992122088;2006-04-15;2006,25
13253;9,44317084826126;2006-04-15;2006,25
13253;8,21047422814532;2006-04-15;2006,25
13253;2,90842728886831;2006-04-15;2006,25
13253;8;2006-04-15;2006,25
13253;3;2006-04-15;2006,25
13253;4;2006-04-15;2006,25
13253;3;2006-04-15;2006,25
13253;6;2006-04-15;2006,25
13254;7,53940427745601;2006-04-16;2006,25
13254;2,07256178695529;2006-04-16;2006,25
13254;6,66555831996109;2006-04-16;2006,25
13254;11,2867051820765;2006-04-16;2006,25
13254;5,03487794439376;2006-04-16;2006,25
13254;10;2006-04-16;2006,25
13254;8;2006-04-16;2006,25
13254;3;2006-04-16;2006,25
13254;5;2006-04-16;2006,25
13254;7;2006-04-16;2006,25
13255;7,74074969402783;2006-04-17;2006,25
13255;9,46257753260147;2006-04-17;2006,25
